Timestamp,Symbol,Open,High,Low,Close,Volume
2025-03-28 01:40:00-07:00,AAPL,222.16,222.16,222.16,222.16,0.0
2025-03-28 01:41:00-07:00,AAPL,222.06,222.15,222.05,222.15,0.0
2025-03-28 01:42:00-07:00,AAPL,222.14,222.14,222.14,222.14,0.0
2025-03-28 01:43:00-07:00,AAPL,222.15,222.16,222.15,222.16,0.0
2025-03-28 01:44:00-07:00,AAPL,222.17,222.38,222.17,222.38,0.0
2025-03-28 01:45:00-07:00,AAPL,222.29,222.37,222.25,222.37,0.0
2025-03-28 01:46:00-07:00,AAPL,222.34,222.34,222.33,222.33,0.0
2025-03-28 01:49:00-07:00,AAPL,222.21,222.21,222.21,222.21,0.0
2025-03-28 01:50:00-07:00,AAPL,222.3,222.3,222.3,222.3,0.0
2025-03-28 01:51:00-07:00,AAPL,222.3,222.3,222.3,222.3,0.0
2025-03-28 01:52:00-07:00,AAPL,222.3,222.3,222.27,222.29,0.0
2025-03-28 01:53:00-07:00,AAPL,222.21,222.21,222.21,222.21,0.0
2025-03-28 01:54:00-07:00,AAPL,222.25,222.25,222.25,222.25,0.0
2025-03-28 01:55:00-07:00,AAPL,222.21,222.24,222.21,222.24,0.0
2025-03-28 01:56:00-07:00,AAPL,222.24,222.25,222.24,222.25,0.0
2025-03-28 01:57:00-07:00,AAPL,222.24,222.25,222.24,222.25,0.0
2025-03-28 01:58:00-07:00,AAPL,222.21,222.21,222.19,222.19,0.0
2025-03-28 02:00:00-07:00,AAPL,222.19,222.19,222.13,222.13,0.0
2025-03-28 02:02:00-07:00,AAPL,222.19,222.19,222.19,222.19,0.0
2025-03-28 02:03:00-07:00,AAPL,222.19,222.2,222.19,222.2,0.0
2025-03-28 02:05:00-07:00,AAPL,222.2,222.2,222.2,222.2,0.0
2025-03-28 02:06:00-07:00,AAPL,222.2,222.2,222.2,222.2,0.0
2025-03-28 02:08:00-07:00,AAPL,222.19,222.21,222.19,222.2,0.0
2025-03-28 02:10:00-07:00,AAPL,222.15,222.15,222.15,222.15,0.0
2025-03-28 02:11:00-07:00,AAPL,222.15,222.15,222.15,222.15,0.0
2025-03-28 02:12:00-07:00,AAPL,222.15,222.17,222.11,222.17,0.0
2025-03-28 02:14:00-07:00,AAPL,222.15,222.15,222.15,222.15,0.0
2025-03-28 02:15:00-07:00,AAPL,222.1,222.1,222.09,222.09,0.0
2025-03-28 02:16:00-07:00,AAPL,222.05,222.08,222.05,222.07,0.0
2025-03-28 02:17:00-07:00,AAPL,222.09,222.09,222.09,222.09,0.0
2025-03-28 02:19:00-07:00,AAPL,222.15,222.15,222.15,222.15,0.0
2025-03-28 02:20:00-07:00,AAPL,222.09,222.15,222.09,222.15,0.0
2025-03-28 02:23:00-07:00,AAPL,222.15,222.15,222.15,222.15,0.0
2025-03-28 02:30:00-07:00,AAPL,222.14,222.14,222.1,222.1,0.0
2025-03-28 02:33:00-07:00,AAPL,222.15,222.15,222.13,222.13,0.0
2025-03-28 02:34:00-07:00,AAPL,222.16,222.25,222.16,222.25,0.0
2025-03-28 02:35:00-07:00,AAPL,222.25,222.25,222.25,222.25,0.0
2025-03-28 02:36:00-07:00,AAPL,222.27,222.29,222.27,222.29,0.0
2025-03-28 02:37:00-07:00,AAPL,222.29,222.29,222.29,222.29,0.0
2025-03-28 02:38:00-07:00,AAPL,222.28,222.28,222.28,222.28,0.0
2025-03-28 02:41:00-07:00,AAPL,222.2,222.21,222.2,222.21,0.0
2025-03-28 02:42:00-07:00,AAPL,222.22,222.22,222.22,222.22,0.0
2025-03-28 02:43:00-07:00,AAPL,222.2,222.23,222.17,222.23,0.0
2025-03-28 02:46:00-07:00,AAPL,222.22,222.23,222.22,222.23,0.0
2025-03-28 02:49:00-07:00,AAPL,222.2,222.2,222.2,222.2,0.0
2025-03-28 02:50:00-07:00,AAPL,222.14,222.14,222.08,222.08,0.0
2025-03-28 02:51:00-07:00,AAPL,222.11,222.12,222.11,222.12,0.0
2025-03-28 02:54:00-07:00,AAPL,222.02,222.02,222.0,222.0,0.0
2025-03-28 02:55:00-07:00,AAPL,222.02,222.02,222.01,222.01,0.0
2025-03-28 02:56:00-07:00,AAPL,222.02,222.05,222.0,222.02,0.0
2025-03-28 02:57:00-07:00,AAPL,222.04,222.04,222.03,222.04,0.0
2025-03-28 02:59:00-07:00,AAPL,222.09,222.09,222.09,222.09,0.0
2025-03-28 03:04:00-07:00,AAPL,222.13,222.13,222.13,222.13,0.0
2025-03-28 03:05:00-07:00,AAPL,222.13,222.13,222.13,222.13,0.0
2025-03-28 03:07:00-07:00,AAPL,222.13,222.13,222.13,222.13,0.0
2025-03-28 03:08:00-07:00,AAPL,222.13,222.13,222.13,222.13,0.0
2025-03-28 03:09:00-07:00,AAPL,222.14,222.16,222.14,222.16,0.0
2025-03-28 03:10:00-07:00,AAPL,222.2,222.25,222.2,222.25,0.0
2025-03-28 03:11:00-07:00,AAPL,222.3,222.32,222.3,222.32,0.0
2025-03-28 03:12:00-07:00,AAPL,222.31,222.32,222.31,222.32,0.0
2025-03-28 03:13:00-07:00,AAPL,222.32,222.44,222.32,222.44,0.0
2025-03-28 03:14:00-07:00,AAPL,222.37,222.37,222.37,222.37,0.0
2025-03-28 03:16:00-07:00,AAPL,222.34,222.34,222.34,222.34,0.0
2025-03-28 03:17:00-07:00,AAPL,222.34,222.34,222.34,222.34,0.0
2025-03-28 03:18:00-07:00,AAPL,222.37,222.37,222.37,222.37,0.0
2025-03-28 03:19:00-07:00,AAPL,222.4,222.43,222.4,222.43,0.0
2025-03-28 03:20:00-07:00,AAPL,222.45,222.47,222.45,222.45,0.0
2025-03-28 03:21:00-07:00,AAPL,222.45,222.45,222.45,222.45,0.0
2025-03-28 03:24:00-07:00,AAPL,222.49,222.49,222.49,222.49,0.0
2025-03-28 03:25:00-07:00,AAPL,222.44,222.44,222.44,222.44,0.0
2025-03-28 03:26:00-07:00,AAPL,222.5,222.5,222.41,222.43,0.0
2025-03-28 03:28:00-07:00,AAPL,222.41,222.41,222.41,222.41,0.0
2025-03-28 03:29:00-07:00,AAPL,222.41,222.41,222.41,222.41,0.0
2025-03-28 03:32:00-07:00,AAPL,222.31,222.31,222.31,222.31,0.0
2025-03-28 03:33:00-07:00,AAPL,222.31,222.31,222.27,222.31,0.0
2025-03-28 03:34:00-07:00,AAPL,222.38,222.46,222.38,222.46,0.0
2025-03-28 03:35:00-07:00,AAPL,222.45,222.46,222.39,222.39,0.0
2025-03-28 03:36:00-07:00,AAPL,222.47,222.49,222.47,222.49,0.0
2025-03-28 03:37:00-07:00,AAPL,222.42,222.42,222.42,222.42,0.0
2025-03-28 03:38:00-07:00,AAPL,222.43,222.46,222.43,222.46,0.0
2025-03-28 03:39:00-07:00,AAPL,222.46,222.53,222.46,222.51,0.0
2025-03-28 03:40:00-07:00,AAPL,222.43,222.43,222.43,222.43,0.0
2025-03-28 03:41:00-07:00,AAPL,222.53,222.56,222.53,222.56,0.0
2025-03-28 03:42:00-07:00,AAPL,222.53,222.53,222.53,222.53,0.0
2025-03-28 03:43:00-07:00,AAPL,222.59,222.59,222.59,222.59,0.0
2025-03-28 03:45:00-07:00,AAPL,222.55,222.55,222.53,222.53,0.0
2025-03-28 03:46:00-07:00,AAPL,222.43,222.43,222.43,222.43,0.0
2025-03-28 03:48:00-07:00,AAPL,222.39,222.4,222.39,222.4,0.0
2025-03-28 03:49:00-07:00,AAPL,222.4,222.4,222.4,222.4,0.0
2025-03-28 03:50:00-07:00,AAPL,222.39,222.4,222.39,222.4,0.0
2025-03-28 03:51:00-07:00,AAPL,222.35,222.35,222.35,222.35,0.0
2025-03-28 03:52:00-07:00,AAPL,222.35,222.35,222.35,222.35,0.0
2025-03-28 03:53:00-07:00,AAPL,222.35,222.35,222.35,222.35,0.0
2025-03-28 03:54:00-07:00,AAPL,222.35,222.35,222.35,222.35,0.0
2025-03-28 03:55:00-07:00,AAPL,222.39,222.39,222.33,222.33,0.0
2025-03-28 03:56:00-07:00,AAPL,222.39,222.39,222.37,222.37,0.0
2025-03-28 03:57:00-07:00,AAPL,222.37,222.37,222.37,222.37,0.0
2025-03-28 03:59:00-07:00,AAPL,222.37,222.37,222.37,222.37,0.0
2025-03-28 04:00:00-07:00,AAPL,222.37,222.45,222.37,222.37,0.0
2025-03-28 04:01:00-07:00,AAPL,222.35,222.35,222.35,222.35,0.0
2025-03-28 04:02:00-07:00,AAPL,222.4,222.4,222.4,222.4,0.0
2025-03-28 04:03:00-07:00,AAPL,222.35,222.35,222.32,222.32,0.0
2025-03-28 04:04:00-07:00,AAPL,222.32,222.32,222.3,222.32,0.0
2025-03-28 04:07:00-07:00,AAPL,222.21,222.21,222.16,222.16,0.0
2025-03-28 04:08:00-07:00,AAPL,222.16,222.16,222.16,222.16,0.0
2025-03-28 04:10:00-07:00,AAPL,222.16,222.16,222.11,222.11,0.0
2025-03-28 04:11:00-07:00,AAPL,222.11,222.16,222.11,222.16,0.0
2025-03-28 04:12:00-07:00,AAPL,222.15,222.15,222.15,222.15,0.0
2025-03-28 04:13:00-07:00,AAPL,222.11,222.11,222.04,222.04,0.0
2025-03-28 04:14:00-07:00,AAPL,222.03,222.03,222.03,222.03,0.0
2025-03-28 04:17:00-07:00,AAPL,222.09,222.2,222.09,222.2,0.0
2025-03-28 04:19:00-07:00,AAPL,222.24,222.24,222.22,222.22,0.0
2025-03-28 04:20:00-07:00,AAPL,222.25,222.25,222.25,222.25,0.0
2025-03-28 04:21:00-07:00,AAPL,222.27,222.27,222.27,222.27,0.0
2025-03-28 04:22:00-07:00,AAPL,222.29,222.33,222.29,222.33,0.0
2025-03-28 04:23:00-07:00,AAPL,222.33,222.33,222.29,222.3,0.0
2025-03-28 04:24:00-07:00,AAPL,222.27,222.27,222.22,222.22,0.0
2025-03-28 04:25:00-07:00,AAPL,222.29,222.29,222.29,222.29,0.0
2025-03-28 04:27:00-07:00,AAPL,222.22,222.22,222.22,222.22,0.0
2025-03-28 04:28:00-07:00,AAPL,222.2,222.2,222.2,222.2,0.0
2025-03-28 04:29:00-07:00,AAPL,222.14,222.14,222.14,222.14,0.0
2025-03-28 04:30:00-07:00,AAPL,222.13,222.13,222.13,222.13,0.0
2025-03-28 04:31:00-07:00,AAPL,222.1,222.1,222.1,222.1,0.0
2025-03-28 04:32:00-07:00,AAPL,222.08,222.08,222.08,222.08,0.0
2025-03-28 04:33:00-07:00,AAPL,222.08,222.08,222.05,222.05,0.0
2025-03-28 04:34:00-07:00,AAPL,222.06,222.07,222.06,222.07,0.0
2025-03-28 04:36:00-07:00,AAPL,222.07,222.07,222.07,222.07,0.0
2025-03-28 04:37:00-07:00,AAPL,222.1,222.1,222.1,222.1,0.0
2025-03-28 04:40:00-07:00,AAPL,222.13,222.13,222.13,222.13,0.0
2025-03-28 04:42:00-07:00,AAPL,222.13,222.13,222.13,222.13,0.0
2025-03-28 04:45:00-07:00,AAPL,222.2,222.2,222.2,222.2,0.0
2025-03-28 04:46:00-07:00,AAPL,222.23,222.23,222.23,222.23,0.0
2025-03-28 04:47:00-07:00,AAPL,222.14,222.14,222.14,222.14,0.0
2025-03-28 04:48:00-07:00,AAPL,222.23,222.24,222.23,222.24,0.0
2025-03-28 04:49:00-07:00,AAPL,222.18,222.19,222.18,222.19,0.0
2025-03-28 04:51:00-07:00,AAPL,222.1,222.14,222.07,222.07,0.0
2025-03-28 04:52:00-07:00,AAPL,222.06,222.06,222.04,222.04,0.0
2025-03-28 04:53:00-07:00,AAPL,222.05,222.05,221.97,221.97,0.0
2025-03-28 04:54:00-07:00,AAPL,222.01,222.02,222.01,222.02,0.0
2025-03-28 04:55:00-07:00,AAPL,222.03,222.03,222.03,222.03,0.0
2025-03-28 04:57:00-07:00,AAPL,222.07,222.07,222.07,222.07,0.0
2025-03-28 04:58:00-07:00,AAPL,222.19,222.19,222.19,222.19,0.0
2025-03-28 04:59:00-07:00,AAPL,222.19,222.2,222.19,222.2,0.0
2025-03-28 05:00:00-07:00,AAPL,222.37,222.7988,221.89,222.06,0.0
2025-03-28 05:01:00-07:00,AAPL,222.06,223.5,221.96,222.0316,0.0
2025-03-28 05:02:00-07:00,AAPL,222.11,222.2,222.09,222.2,0.0
2025-03-28 05:03:00-07:00,AAPL,222.13,222.2,222.12,222.14,0.0
2025-03-28 05:04:00-07:00,AAPL,222.09,222.17,222.06,222.17,0.0
2025-03-28 05:05:00-07:00,AAPL,222.1673,222.17,222.1673,222.17,0.0
2025-03-28 05:06:00-07:00,AAPL,222.1481,222.16,222.09,222.15,0.0
2025-03-28 05:07:00-07:00,AAPL,222.15,222.15,222.15,222.15,0.0
2025-03-28 05:08:00-07:00,AAPL,222.14,222.14,222.1007,222.14,0.0
2025-03-28 05:09:00-07:00,AAPL,222.14,222.14,222.0607,222.14,0.0
2025-03-28 05:10:00-07:00,AAPL,222.17,222.17,222.14,222.14,0.0
2025-03-28 05:11:00-07:00,AAPL,222.1408,222.17,222.1408,222.17,0.0
2025-03-28 05:12:00-07:00,AAPL,222.19,222.19,222.1402,222.19,0.0
2025-03-28 05:13:00-07:00,AAPL,222.17,222.17,222.17,222.17,0.0
2025-03-28 05:14:00-07:00,AAPL,222.14,222.16,222.06,222.06,0.0
2025-03-28 05:15:00-07:00,AAPL,222.14,222.14,222.06,222.11,0.0
2025-03-28 05:16:00-07:00,AAPL,222.06,222.1,222.06,222.1,0.0
2025-03-28 05:17:00-07:00,AAPL,222.1,222.17,222.1,222.17,0.0
2025-03-28 05:18:00-07:00,AAPL,222.16,222.16,222.15,222.15,0.0
2025-03-28 05:19:00-07:00,AAPL,222.1688,222.1688,222.06,222.15,0.0
2025-03-28 05:20:00-07:00,AAPL,222.17,222.17,222.06,222.06,0.0
2025-03-28 05:21:00-07:00,AAPL,222.17,222.17,222.15,222.1581,0.0
2025-03-28 05:22:00-07:00,AAPL,222.1505,222.1505,222.13,222.1499,0.0
2025-03-28 05:24:00-07:00,AAPL,222.1,222.15,222.09,222.15,0.0
2025-03-28 05:25:00-07:00,AAPL,222.14,222.1493,222.1,222.1,0.0
2025-03-28 05:26:00-07:00,AAPL,222.1,222.1484,222.0972,222.0972,0.0
2025-03-28 05:27:00-07:00,AAPL,222.1499,222.15,222.09,222.09,0.0
2025-03-28 05:28:00-07:00,AAPL,222.15,222.15,222.06,222.1498,0.0
2025-03-28 05:29:00-07:00,AAPL,222.0828,222.15,222.06,222.15,0.0
2025-03-28 05:30:00-07:00,AAPL,222.06,222.06,221.6,221.73,0.0
2025-03-28 05:31:00-07:00,AAPL,221.83,221.96,221.75,221.8,0.0
2025-03-28 05:32:00-07:00,AAPL,221.7501,222.14,221.75,222.14,0.0
2025-03-28 05:33:00-07:00,AAPL,222.03,222.03,221.88,221.9999,0.0
2025-03-28 05:34:00-07:00,AAPL,221.91,221.9997,221.855,221.855,0.0
2025-03-28 05:35:00-07:00,AAPL,221.81,221.88,221.69,221.74,0.0
2025-03-28 05:36:00-07:00,AAPL,221.75,221.87,221.74,221.83,0.0
2025-03-28 05:37:00-07:00,AAPL,221.79,221.79,221.54,221.54,0.0
2025-03-28 05:38:00-07:00,AAPL,221.53,221.68,221.53,221.63,0.0
2025-03-28 05:39:00-07:00,AAPL,221.61,221.74,221.61,221.7001,0.0
2025-03-28 05:40:00-07:00,AAPL,221.7,221.9119,221.7,221.9,0.0
2025-03-28 05:41:00-07:00,AAPL,221.9,221.94,221.7,221.7,0.0
2025-03-28 05:42:00-07:00,AAPL,221.9,221.9,221.75,221.759,0.0
2025-03-28 05:43:00-07:00,AAPL,221.75,221.89,221.75,221.76,0.0
2025-03-28 05:44:00-07:00,AAPL,221.9069,221.9069,221.81,221.9,0.0
2025-03-28 05:45:00-07:00,AAPL,221.9,221.92,221.81,221.92,0.0
2025-03-28 05:46:00-07:00,AAPL,221.9,221.93,221.82,221.83,0.0
2025-03-28 05:47:00-07:00,AAPL,221.816,221.93,221.81,221.82,0.0
2025-03-28 05:48:00-07:00,AAPL,221.82,221.93,221.81,221.82,0.0
2025-03-28 05:49:00-07:00,AAPL,221.8,221.93,221.8,221.9265,0.0
2025-03-28 05:50:00-07:00,AAPL,221.7979,221.91,221.79,221.79,0.0
2025-03-28 05:51:00-07:00,AAPL,221.801,221.91,221.8001,221.9,0.0
2025-03-28 05:52:00-07:00,AAPL,221.9,221.908,221.83,221.8996,0.0
2025-03-28 05:53:00-07:00,AAPL,221.8366,222.03,221.83,221.87,0.0
2025-03-28 05:54:00-07:00,AAPL,221.95,222.0,221.84,221.9995,0.0
2025-03-28 05:55:00-07:00,AAPL,221.973,222.01,221.84,221.9999,0.0
2025-03-28 05:56:00-07:00,AAPL,221.9999,222.0,221.8591,221.9998,0.0
2025-03-28 05:57:00-07:00,AAPL,221.9809,221.9809,221.84,221.842,0.0
2025-03-28 05:58:00-07:00,AAPL,221.84,221.92,221.77,221.7701,0.0
2025-03-28 05:59:00-07:00,AAPL,221.9,221.9,221.79,221.8,0.0
2025-03-28 06:00:00-07:00,AAPL,221.85,221.87,221.61,221.79,0.0
2025-03-28 06:01:00-07:00,AAPL,221.75,221.91,221.75,221.8131,0.0
2025-03-28 06:02:00-07:00,AAPL,221.81,221.89,221.57,221.57,0.0
2025-03-28 06:03:00-07:00,AAPL,221.78,221.78,221.62,221.63,0.0
2025-03-28 06:04:00-07:00,AAPL,221.64,221.65,221.57,221.65,0.0
2025-03-28 06:05:00-07:00,AAPL,221.69,221.7,221.59,221.62,0.0
2025-03-28 06:06:00-07:00,AAPL,221.65,221.78,221.63,221.69,0.0
2025-03-28 06:07:00-07:00,AAPL,221.66,221.7197,221.4,221.4,0.0
2025-03-28 06:08:00-07:00,AAPL,221.49,221.95,221.4,221.711,0.0
2025-03-28 06:09:00-07:00,AAPL,221.88,221.8958,221.69,221.8958,0.0
2025-03-28 06:10:00-07:00,AAPL,221.85,221.85,221.5,221.56,0.0
2025-03-28 06:11:00-07:00,AAPL,221.68,221.89,221.62,221.7001,0.0
2025-03-28 06:12:00-07:00,AAPL,221.71,222.0,221.71,221.9,0.0
2025-03-28 06:13:00-07:00,AAPL,221.9217,222.0,221.9,221.9,0.0
2025-03-28 06:14:00-07:00,AAPL,221.95,222.15,221.94,222.15,0.0
2025-03-28 06:15:00-07:00,AAPL,222.16,222.3999,222.16,222.3,0.0
2025-03-28 06:16:00-07:00,AAPL,222.3381,222.3488,222.25,222.25,0.0
2025-03-28 06:17:00-07:00,AAPL,222.2917,222.34,222.28,222.28,0.0
2025-03-28 06:18:00-07:00,AAPL,222.19,222.32,222.19,222.29,0.0
2025-03-28 06:19:00-07:00,AAPL,222.31,222.39,222.26,222.3,0.0
2025-03-28 06:20:00-07:00,AAPL,222.36,222.36,222.04,222.27,0.0
2025-03-28 06:21:00-07:00,AAPL,222.1,222.2,222.1,222.16,0.0
2025-03-28 06:22:00-07:00,AAPL,222.2,222.2,222.06,222.19,0.0
2025-03-28 06:23:00-07:00,AAPL,222.19,222.2,222.1,222.1796,0.0
2025-03-28 06:24:00-07:00,AAPL,222.03,222.2,222.03,222.14,0.0
2025-03-28 06:25:00-07:00,AAPL,222.0,222.0499,221.55,221.8,0.0
2025-03-28 06:26:00-07:00,AAPL,221.79,221.8,215.8901,221.55,0.0
2025-03-28 06:27:00-07:00,AAPL,221.53,223.85,221.05,221.31,0.0
2025-03-28 06:28:00-07:00,AAPL,221.56,222.0851,221.432,221.46,0.0
2025-03-28 06:29:00-07:00,AAPL,221.4,221.7468,221.32,221.74,0.0
2025-03-28 06:30:00-07:00,AAPL,221.6490020751953,222.2617950439453,221.5800018310547,221.7949981689453,1119950.0
2025-03-28 06:31:00-07:00,AAPL,221.77999877929688,221.8699951171875,221.52000427246094,221.77000427246094,179333.0
2025-03-28 06:32:00-07:00,AAPL,221.7873992919922,222.4550018310547,221.52000427246094,222.11990356445312,292249.0
2025-03-28 06:33:00-07:00,AAPL,222.1199951171875,222.2100067138672,221.10000610351562,221.17999267578125,455260.0
2025-03-28 06:34:00-07:00,AAPL,221.10499572753906,221.88999938964844,220.99000549316406,221.85000610351562,211911.0
2025-03-28 06:35:00-07:00,AAPL,221.8300018310547,221.9499969482422,221.59500122070312,221.8000030517578,153363.0
2025-03-28 06:36:00-07:00,AAPL,221.80499267578125,222.08999633789062,221.8000030517578,221.88499450683594,149193.0
2025-03-28 06:37:00-07:00,AAPL,221.88999938964844,222.24000549316406,221.6699981689453,221.69000244140625,150716.0
2025-03-28 06:38:00-07:00,AAPL,221.64999389648438,222.27999877929688,221.6199951171875,222.25999450683594,84891.0
2025-03-28 06:39:00-07:00,AAPL,222.25,222.66000366210938,222.25,222.63999938964844,222171.0
2025-03-28 06:40:00-07:00,AAPL,222.6199951171875,222.8699951171875,222.5301055908203,222.75,195257.0
2025-03-28 06:41:00-07:00,AAPL,222.72869873046875,222.860107421875,222.5399932861328,222.5850067138672,92481.0
2025-03-28 06:42:00-07:00,AAPL,222.5800018310547,222.7996063232422,222.44000244140625,222.72999572753906,117208.0
2025-03-28 06:43:00-07:00,AAPL,222.75,223.03500366210938,222.47000122070312,222.7050018310547,333517.0
2025-03-28 06:44:00-07:00,AAPL,222.69500732421875,223.1262969970703,222.61000061035156,222.97850036621094,137461.0
2025-03-28 06:45:00-07:00,AAPL,222.9600067138672,223.0399932861328,222.77999877929688,222.8350067138672,105683.0
2025-03-28 06:46:00-07:00,AAPL,222.8488006591797,223.24119567871094,222.75999450683594,223.17999267578125,108443.0
2025-03-28 06:47:00-07:00,AAPL,223.19000244140625,223.6999969482422,223.185302734375,223.53500366210938,166492.0
2025-03-28 06:48:00-07:00,AAPL,223.533203125,223.63259887695312,223.2899932861328,223.375,82772.0
2025-03-28 06:49:00-07:00,AAPL,223.39999389648438,223.75,223.3300018310547,223.6199951171875,63706.0
2025-03-28 06:50:00-07:00,AAPL,223.58999633789062,223.8000030517578,223.52999877929688,223.75999450683594,77119.0
2025-03-28 06:51:00-07:00,AAPL,223.75,223.75999450683594,223.52000427246094,223.5850067138672,79672.0
2025-03-28 06:52:00-07:00,AAPL,223.55999755859375,223.5800018310547,223.11000061035156,223.1300048828125,99302.0
2025-03-28 06:53:00-07:00,AAPL,223.0800018310547,223.10000610351562,222.88499450683594,223.05999755859375,89768.0
2025-03-28 06:54:00-07:00,AAPL,223.05999755859375,223.16000366210938,222.90029907226562,222.91000366210938,139691.0
2025-03-28 06:55:00-07:00,AAPL,222.91000366210938,223.0500030517578,222.91000366210938,223.0,53814.0
2025-03-28 06:56:00-07:00,AAPL,222.97999572753906,222.97999572753906,222.8000030517578,222.8800048828125,71399.0
2025-03-28 06:57:00-07:00,AAPL,222.91000366210938,223.02999877929688,222.86000061035156,222.98500061035156,54410.0
2025-03-28 06:58:00-07:00,AAPL,222.98500061035156,223.25999450683594,222.97999572753906,223.19000244140625,66892.0
2025-03-28 06:59:00-07:00,AAPL,223.19000244140625,223.42999267578125,223.07000732421875,223.3800048828125,102827.0
2025-03-28 07:00:00-07:00,AAPL,223.33999633789062,223.72999572753906,223.10000610351562,223.42999267578125,174689.0
2025-03-28 07:01:00-07:00,AAPL,223.42999267578125,223.5500030517578,223.2899932861328,223.4250030517578,71344.0
2025-03-28 07:02:00-07:00,AAPL,223.41000366210938,223.41000366210938,223.11000061035156,223.22999572753906,81231.0
2025-03-28 07:03:00-07:00,AAPL,223.22999572753906,223.283203125,223.0500030517578,223.10000610351562,60674.0
2025-03-28 07:04:00-07:00,AAPL,223.0749969482422,223.3300018310547,223.0399932861328,223.29800415039062,61881.0
2025-03-28 07:05:00-07:00,AAPL,223.28500366210938,223.30999755859375,223.05999755859375,223.18499755859375,63564.0
2025-03-28 07:06:00-07:00,AAPL,223.17999267578125,223.24000549316406,223.02000427246094,223.0596923828125,67874.0
2025-03-28 07:07:00-07:00,AAPL,223.00999450683594,223.1033935546875,222.83999633789062,222.98959350585938,82703.0
2025-03-28 07:08:00-07:00,AAPL,223.00999450683594,223.02999877929688,222.42999267578125,222.55999755859375,112357.0
2025-03-28 07:09:00-07:00,AAPL,222.5449981689453,222.5449981689453,222.1699981689453,222.24000549316406,151244.0
2025-03-28 07:10:00-07:00,AAPL,222.22500610351562,222.29989624023438,221.9250030517578,222.02000427246094,154273.0
2025-03-28 07:11:00-07:00,AAPL,222.0323944091797,222.24000549316406,221.92999267578125,222.1999969482422,124936.0
2025-03-28 07:12:00-07:00,AAPL,222.2050018310547,222.2050018310547,221.8800048828125,221.89999389648438,63945.0
2025-03-28 07:13:00-07:00,AAPL,221.88999938964844,222.16000366210938,221.84060668945312,221.97999572753906,91471.0
2025-03-28 07:14:00-07:00,AAPL,221.94000244140625,221.9752960205078,221.6999969482422,221.86000061035156,74939.0
2025-03-28 07:15:00-07:00,AAPL,221.8699951171875,221.8699951171875,221.16470336914062,221.19500732421875,208028.0
2025-03-28 07:16:00-07:00,AAPL,221.19000244140625,221.25,220.86000061035156,220.94000244140625,183105.0
2025-03-28 07:17:00-07:00,AAPL,220.94000244140625,221.02000427246094,220.75,220.9199981689453,119292.0
2025-03-28 07:18:00-07:00,AAPL,220.9199981689453,220.97999572753906,220.63999938964844,220.6696014404297,94901.0
